1	37.43935167	541.2090699	0	60000
2	612.1759509	494.3166877	2484	10784
3	38.13123382	353.1484582	24419	25480
4	53.44180811	131.4849014	4404	9976
5	143.0606355	631.7200954	9645	18957
6	689.9451267	468.5354999	14005	17932
7	112.7478816	529.4177578	1073	7316
8	141.4875865	504.8184856	15243	19400
9	661.0513902	445.9375182	18123	27555
10	98.78990366	384.5926031	4700	6353
11	697.3881697	180.3962284	24164	27038
12	536.489419	287.2279085	21297	22376
13	192.4067321	20.43940593	12818	16931
14	282.7865259	229.8001556	6608	8175
15	240.8251726	281.5141437	28690	33868
16	246.9281323	322.4613321	26665	28753
17	649.7313216	62.33315753	29624	34409
18	352.9658563	666.7873102	13178	16788
19	633.3923677	534.9398454	14878	22145
20	488.3117994	437.486944	25566	33719
21	141.4039287	228.4325551	29878	32882
22	17.36326126	240.2407069	4812	12309
23	397.5586451	231.3591209	16550	24882
24	565.7853781	282.3858749	13654	15852
25	475.8975387	468.5392706	14585	18241
26	322.4224567	550.3165478	16786	22012
27	397.5586634	74.75883878	11979	13130
28	672.8618339	432.882641	1194	4187
29	571.218968	530.2616992	20137	25153
30	104.6531166	482.8224769	17200	25871
31	356.7098389	67.64771317	20766	23553
32	400.4070256	253.679448	13079	18080
33	282.3036243	426.8380501	19375	23623
34	58.77669884	507.1712387	23544	29372
35	189.7506224	460.3815234	9041	12695
36	659.912412	226.6284156	11444	20590
37	639.0307636	467.2302301	25209	28728
38	415.0258357	233.3045376	28494	36428
39	547.2662016	161.6589278	21782	29982
40	616.6547903	339.3409309	8252	17365
41	494.8592427	148.1217856	13763	16300
42	629.9980812	433.4548164	17487	26745
43	471.1014312	314.2219308	260	6791
44	138.2440514	137.167992	29093	37660
45	91.58475567	110.0203008	17373	26269
46	390.6972812	423.9774318	13569	18445
47	565.1617825	429.1598153	6063	12359
48	54.52489804	438.5515408	12513	18461
49	334.350833	153.7969238	25719	33424
50	531.0291025	612.3874828	18952	22603
51	475.7345906	385.7844619	23237	27828
52	228.8325219	410.446194	17273	20925
53	578.3805348	321.3303495	16305	22221
54	358.9170574	404.4670353	23879	31666
55	486.4648555	593.0429937	12413	16292
56	343.1693708	509.3123571	8579	17068
57	530.3626972	137.6881276	9047	13690
58	498.8065475	576.2102675	26512	34519
59	224.3182716	312.467749	25378	27941
60	595.8360733	81.81300514	718	8238
61	661.5588724	217.0456944	17971	20518
62	43.68920455	305.4722789	27392	28592
63	79.46534525	445.9641738	24650	27314
64	210.4163247	130.7151137	14997	20796
65	432.2642292	629.4092661	21948	28445
66	623.2487161	69.18928508	13862	23465
67	436.519474	282.9356456	18704	21173
68	59.41632655	40.12802344	13160	19390
69	630.9230074	230.3429888	18135	21821
70	579.326554	601.0359411	22053	24170
71	117.8624507	112.9796834	4440	6291
72	297.7912566	166.3131887	17204	22978
73	22.76427037	455.5340094	1646	6738
74	259.709581	10.61999259	24296	25727
75	342.3579874	599.3880183	3788	14135
76	10.02609501	488.9310558	8518	9933
77	315.2926064	273.2275476	2432	2987
78	220.7044919	270.0819746	7199	15404
79	192.118606	314.1839923	19644	29267
80	271.5042719	225.292199	22646	32466
81	530.7320005	504.0670155	4800	11487
82	42.53314417	656.3645163	8329	13243
83	396.1274793	539.4648066	6952	7452
84	118.6631474	508.7129104	20553	24344
85	395.6913877	699.5376048	12440	20342
86	559.0157106	560.8866941	13407	17030
87	22.64710359	526.2470393	15346	25366
88	135.6377085	325.8409902	8185	14747
89	141.4507014	485.2477928	7611	11109
90	396.7741299	460.7557115	27417	35141
91	87.74945628	19.61701291	5751	12777
92	350.424564	420.6531187	3433	6079
93	216.7010817	466.4816411	24974	34468
94	130.9237737	351.1491733	4046	8947
95	72.63298567	645.7852219	22206	24868
96	144.600295	457.4224284	15642	18903
97	212.3725077	594.9216893	17484	26102
98	49.91867865	541.4350825	2769	10760
99	656.6943526	558.1109594	1716	6578
100	176.5941624	648.5239953	2631	6363
101	500.38252	198.7428378	25069	26031
102	634.3178678	612.8291643	3857	8663
103	59.75373727	551.6321887	20978	29209
104	15.21457651	143.0441929	17046	21912
105	283.0054379	376.443953	6316	13701
106	146.5389001	39.42317943	15708	22536
107	101.8685605	635.098685	1160	11578
108	588.1968537	580.5946977	3449	7966
109	457.2628633	350.0164047	1176	6371
110	537.466368	472.5842277	21250	22423
111	269.3669099	367.4763637	530	1157
112	239.9045384	102.6297653	20428	29816
113	88.46775004	384.0507209	10661	18434
114	658.9133693	583.9575181	22189	31867
115	97.73591463	157.4558658	6936	12275
116	506.6191384	233.0022156	20127	22108
117	500.2566898	64.91363935	18980	24250
118	594.4048565	275.8741869	7188	13922
119	66.23081466	24.13173876	15600	21094
120	598.4162994	414.5557574	9046	17260
121	172.3088331	344.3963466	27448	29655
122	299.4812852	251.8295121	1876	12107
123	303.8379895	21.05260638	5059	13006
124	197.896927	512.3888961	15058	17148
125	56.01995677	243.0663818	18134	27965
126	255.5566183	448.8651882	2091	4220
127	608.4256112	222.5421309	26019	33580
128	70.27227033	77.92270264	23859	32812
