1,0,0,-4,0,
2,-108,76,9,
3,372,-432,-2,
4,-57,388,-7,
5,286,409,-4,
6,424,169,8,
7,58,-497,-5,
8,221,118,9,
9,470,380,10,
10,-431,-422,9,
11,305,-58,-6,
12,457,196,-2,
13,493,269,-5,
14,281,-259,4,
15,-172,-484,-4,
16,263,-258,-2,
17,-427,153,-2,
18,351,314,1,
19,478,120,4,
20,-415,-203,2,
21,20,-92,3,
22,113,237,-1,
23,57,447,1,
24,-322,-129,8,
25,253,-27,1,
26,-387,-243,4,
27,-72,212,-4,
28,246,-337,-6,
29,71,279,1,
30,351,-457,2,
31,253,100,0,
32,-65,26,6,
33,324,-23,-2,
34,-354,-28,0,
35,332,270,-6,
36,276,-117,-7,
37,-389,-49,-10,
38,191,-497,-4,
39,189,-47,4,
40,361,-152,-3,
