1,0,0,-2,0,
2,220,-461,-4,
3,-62,-261,4,
4,298,356,-3,
5,-214,-134,4,
6,113,-49,-9,
7,-399,354,-10,
8,-218,-357,7,
9,422,38,-2,
10,-214,446,1,
11,181,498,10,
12,392,477,-5,
13,407,156,5,
14,-176,-42,3,
15,-259,382,-4,
16,-221,226,1,
17,91,-53,0,
18,88,341,5,
19,-262,408,-8,
20,118,112,-10,
21,368,-43,3,
22,379,34,10,
23,388,-276,0,
24,85,98,6,
25,-388,-287,1,
26,-433,79,1,
27,-95,130,9,
28,6,-220,9,
29,150,-111,5,
30,-323,-170,6,
31,-235,-168,10,
32,-363,-385,7,
33,-397,429,-4,
34,-95,153,-2,
35,357,-162,-9,
36,273,99,3,
37,-286,-402,-5,
38,204,184,-4,
39,443,-239,-2,
40,-124,248,-10,
41,-495,372,5,
42,-347,174,-7,
43,5,320,5,
44,-313,-260,-7,
45,438,305,5,
46,-164,-476,-1,
47,-106,34,-4,
48,75,-479,2,
49,462,484,0,
50,-434,125,-6,
51,331,70,-4,
52,-263,-332,3,
53,137,-250,2,
54,228,120,-6,
55,-176,201,2,
56,275,423,0,
57,-437,312,-1,
58,-308,66,4,
59,248,-380,10,
60,121,-449,8,
61,469,-165,0,
62,78,25,-6,
63,32,-453,0,
64,-227,-41,2,
65,-365,31,-7,
66,-64,82,-9,
67,-339,168,0,
68,143,315,-5,
69,28,477,2,
70,-405,324,10,
71,-255,269,1,
72,-478,325,4,
73,-203,308,6,
74,-236,227,0,
75,-437,141,5,
76,-419,-452,-5,
77,-171,248,2,
78,-316,-386,10,
79,244,260,-2,
80,-5,392,-2,
81,-366,-138,3,
82,152,73,8,
83,-29,-245,-8,
84,475,-480,4,
85,323,322,4,
86,-47,411,7,
87,-343,-251,-4,
88,-24,412,3,
89,220,-63,-2,
90,-244,-111,4,
91,341,-52,10,
92,-6,355,-5,
93,342,256,-5,
94,-332,-295,1,
95,57,317,-9,
96,428,-498,5,
97,52,-285,-9,
98,-220,-416,-10,
99,347,175,-7,
100,300,-485,6,
101,38,166,-8,
102,453,61,8,
103,-139,376,-6,
104,351,-413,7,
105,234,23,0,
106,-242,-44,-10,
107,-402,-31,6,
108,-358,276,-6,
109,-322,441,-1,
110,-218,244,3,
111,-377,117,-7,
112,113,-352,-9,
113,24,-108,-3,
114,196,-367,-10,
115,-193,-434,-3,
116,380,-324,1,
117,-266,-472,1,
118,448,-446,-7,
119,-337,-17,-6,
120,245,202,6,
121,246,-43,1,
122,360,92,-9,
123,-186,315,6,
124,155,295,1,
125,-481,-434,7,
126,284,78,-3,
127,95,389,2,
128,-94,-291,1,
129,-2,177,-9,
130,-22,-165,2,
131,-474,-379,5,
132,-247,131,-8,
133,-254,-127,-5,
134,-438,467,-1,
135,-10,-342,7,
136,-389,360,-2,
137,441,76,-3,
138,427,-135,-1,
139,398,194,4,
140,-410,-84,8,
141,161,493,9,
142,397,-418,3,
143,480,-188,-6,
144,-145,479,-6,
145,199,459,-8,
146,204,-363,-7,
147,144,-241,3,
148,-116,224,-3,
149,27,304,9,
150,-309,-490,0,
151,3,-24,3,
152,-248,79,-5,
153,385,355,-2,
154,255,-397,-10,
155,453,-464,9,
156,283,-445,7,
157,138,-201,0,
158,-384,-498,2,
159,18,-373,5,
160,-176,-267,-5,
161,466,33,-4,
162,227,89,5,
163,-306,-46,-7,
164,-411,-21,9,
165,-232,30,-6,
166,395,228,-1,
167,253,73,2,
168,-138,358,3,
169,120,411,3,
170,411,307,9,
171,-292,-406,-3,
172,-6,-387,-10,
173,-164,-373,1,
174,406,413,1,
175,341,-135,-3,
176,-436,-73,-1,
177,111,-163,-1,
178,-169,302,7,
179,-97,438,-5,
180,-428,-364,-3,
181,9,202,-4,
182,41,-307,-9,
183,220,110,-7,
184,19,181,-2,
185,302,499,-6,
186,-263,-265,3,
187,122,-422,-3,
188,371,-296,-3,
189,-50,-398,1,
190,-497,-277,9,
191,82,-185,6,
192,180,37,5,
193,62,212,-2,
194,-160,-12,6,
195,196,-300,5,
196,352,188,0,
197,-434,-386,-6,
198,-33,-350,9,
199,80,-265,5,
200,-112,444,7,
201,-407,52,-8,
202,39,17,-6,
203,-185,-208,-1,
204,109,-107,3,
205,185,451,7,
206,-158,-96,2,
207,192,252,0,
208,433,-48,2,
209,-208,-88,9,
210,-186,459,-5,
211,155,324,-4,
212,106,-463,9,
213,-432,-305,-4,
214,243,-399,-10,
215,-294,155,-7,
216,485,-204,-5,
217,-493,142,6,
218,94,-121,9,
219,-397,260,-4,
220,97,461,-5,
221,92,-457,-3,
222,401,-204,0,
223,160,49,8,
224,-104,-226,7,
225,-452,-439,0,
226,280,323,8,
227,-474,309,-2,
228,362,-427,8,
229,222,-481,-7,
230,446,420,5,
231,361,-397,-2,
232,250,-437,-9,
233,100,-288,-8,
234,182,-117,-5,
235,463,-435,9,
236,271,134,0,
237,-233,421,9,
238,122,71,-2,
239,328,30,4,
240,-196,-408,7,
241,-341,-273,-9,
242,40,-212,1,
243,285,-480,7,
244,-464,398,8,
245,280,334,-7,
246,-345,345,-8,
247,6,-201,1,
248,207,-174,-6,
249,434,-118,0,
250,-377,115,0,
251,298,-453,-1,
252,223,-374,-10,
253,-150,270,1,
254,-82,465,1,
255,-494,-422,8,
256,-28,174,8,
257,-468,312,0,
258,-140,198,-7,
259,-202,308,-8,
260,164,-202,0,
261,-497,491,-8,
262,-80,378,3,
263,295,253,1,
264,-37,-191,7,
265,191,414,5,
266,400,105,-5,
267,-292,303,-2,
268,-335,95,-6,
269,-474,-86,0,
270,-259,82,-2,
271,-338,102,5,
272,103,41,-9,
273,-185,167,-5,
274,13,-343,-2,
275,131,282,9,
276,-170,307,8,
277,265,55,8,
278,-209,190,6,
279,278,40,5,
280,320,25,-8,
281,-173,473,-2,
282,74,372,0,
283,453,489,10,
284,-340,151,-4,
285,58,-416,1,
286,-257,322,-9,
287,-6,-199,4,
288,22,-145,1,
289,4,10,7,
290,-494,405,-1,
291,-492,-391,-6,
292,-155,143,3,
293,489,194,0,
294,-211,213,-8,
295,467,182,-6,
296,-108,-336,6,
297,108,-130,2,
298,101,-429,8,
299,-242,16,-3,
300,161,153,-3,
