1,0,0,-2,6,
2,220,-461,-4,
3,-62,-261,8,
4,298,356,-9,
5,-214,-134,5,
6,113,-49,-6,
7,-399,354,-4,
8,-218,-357,-4,
9,422,38,-1,
10,-214,446,7,
11,181,498,9,
12,392,477,-8,
13,407,156,4,
14,-176,-42,3,
15,-259,382,6,
16,-221,226,-7,
17,91,-53,-6,
18,88,341,4,
19,-262,408,4,
20,118,112,-2,
21,368,-43,5,
22,379,34,8,
23,388,-276,5,
24,85,98,3,
25,-388,-287,-10,
26,-433,79,-1,
27,-95,130,4,
28,6,-220,-9,
29,150,-111,4,
30,-323,-170,-6,
31,-235,-168,0,
32,-363,-385,-1,
33,-397,429,-5,
34,-95,153,-4,
35,357,-162,4,
36,273,99,0,
37,-286,-402,3,
38,204,184,3,
39,443,-239,-1,
40,-124,248,-5,
