1,0,0,-10,2,
2,220,-461,1,
3,-62,-261,-3,
4,298,356,-4,
5,-214,-134,5,
6,113,-49,5,
7,-399,354,0,
8,-218,-357,-4,
9,422,38,-10,
10,-214,446,-9,
11,181,498,-5,
12,392,477,9,
13,407,156,6,
14,-176,-42,-9,
15,-259,382,1,
16,-221,226,1,
17,91,-53,7,
18,88,341,-6,
19,-262,408,-8,
20,118,112,4,
21,368,-43,-7,
22,379,34,9,
23,388,-276,3,
24,85,98,9,
25,-388,-287,-2,
26,-433,79,7,
27,-95,130,3,
28,6,-220,-8,
29,150,-111,-2,
30,-323,-170,4,
31,-235,-168,0,
32,-363,-385,10,
33,-397,429,4,
34,-95,153,10,
35,357,-162,-7,
36,273,99,-9,
37,-286,-402,-9,
38,204,184,-8,
39,443,-239,-7,
40,-124,248,9,
41,-495,372,7,
42,-347,174,0,
43,5,320,1,
44,-313,-260,-7,
45,438,305,-5,
46,-164,-476,0,
47,-106,34,4,
48,75,-479,-1,
49,462,484,1,
50,-434,125,10,
51,331,70,-6,
52,-263,-332,10,
53,137,-250,8,
54,228,120,-8,
55,-176,201,-10,
56,275,423,7,
57,-437,312,3,
58,-308,66,-9,
59,248,-380,8,
60,121,-449,-8,
61,469,-165,-7,
62,78,25,-4,
63,32,-453,-2,
64,-227,-41,0,
65,-365,31,-6,
66,-64,82,0,
67,-339,168,-8,
68,143,315,0,
69,28,477,-8,
70,-405,324,7,
71,-255,269,4,
72,-478,325,1,
73,-203,308,-1,
74,-236,227,-7,
75,-437,141,9,
76,-419,-452,-5,
77,-171,248,4,
78,-316,-386,10,
79,244,260,3,
80,-5,392,-1,
81,-366,-138,0,
82,152,73,-5,
83,-29,-245,-3,
84,475,-480,-2,
85,323,322,-8,
86,-47,411,-5,
87,-343,-251,-4,
88,-24,412,-2,
89,220,-63,-3,
90,-244,-111,0,
91,341,-52,0,
92,-6,355,1,
93,342,256,8,
94,-332,-295,5,
95,57,317,6,
96,428,-498,0,
97,52,-285,0,
98,-220,-416,-4,
99,347,175,-4,
100,300,-485,-3,
101,38,166,-3,
102,453,61,-9,
103,-139,376,7,
104,351,-413,2,
105,234,23,-2,
106,-242,-44,9,
107,-402,-31,7,
108,-358,276,-6,
109,-322,441,-4,
110,-218,244,4,
111,-377,117,7,
112,113,-352,4,
113,24,-108,-6,
114,196,-367,1,
115,-193,-434,3,
116,380,-324,-7,
117,-266,-472,6,
118,448,-446,5,
119,-337,-17,-1,
120,245,202,-7,
121,246,-43,7,
122,360,92,10,
123,-186,315,3,
124,155,295,0,
125,-481,-434,1,
126,284,78,1,
127,95,389,9,
128,-94,-291,2,
129,-2,177,9,
130,-22,-165,1,
131,-474,-379,0,
132,-247,131,3,
133,-254,-127,4,
134,-438,467,8,
135,-10,-342,6,
136,-389,360,-8,
137,441,76,9,
138,427,-135,-4,
139,398,194,-1,
140,-410,-84,6,
141,161,493,-5,
142,397,-418,-2,
143,480,-188,4,
144,-145,479,-2,
145,199,459,-2,
146,204,-363,4,
147,144,-241,3,
148,-116,224,6,
149,27,304,4,
150,-309,-490,4,
151,3,-24,-6,
152,-248,79,-9,
153,385,355,-4,
154,255,-397,8,
155,453,-464,9,
156,283,-445,-2,
157,138,-201,-1,
158,-384,-498,1,
159,18,-373,6,
160,-176,-267,1,
161,466,33,-3,
162,227,89,9,
163,-306,-46,-8,
164,-411,-21,4,
165,-232,30,-3,
166,395,228,-2,
167,253,73,-3,
168,-138,358,4,
169,120,411,-9,
170,411,307,8,
171,-292,-406,3,
172,-6,-387,0,
173,-164,-373,4,
174,406,413,0,
175,341,-135,2,
176,-436,-73,0,
177,111,-163,6,
178,-169,302,-4,
179,-97,438,-5,
180,-428,-364,-4,
181,9,202,-6,
182,41,-307,-6,
183,220,110,2,
184,19,181,3,
185,302,499,5,
186,-263,-265,-9,
187,122,-422,9,
188,371,-296,-8,
189,-50,-398,8,
190,-497,-277,-6,
191,82,-185,-10,
192,180,37,8,
193,62,212,0,
194,-160,-12,7,
195,196,-300,0,
196,352,188,9,
197,-434,-386,9,
198,-33,-350,2,
199,80,-265,-5,
200,-112,444,4,
201,-407,52,4,
202,39,17,6,
203,-185,-208,9,
204,109,-107,7,
205,185,451,-8,
206,-158,-96,-9,
207,192,252,-5,
208,433,-48,-7,
209,-208,-88,5,
210,-186,459,9,
211,155,324,4,
212,106,-463,0,
213,-432,-305,-10,
214,243,-399,-5,
215,-294,155,4,
216,485,-204,0,
217,-493,142,-9,
218,94,-121,7,
219,-397,260,7,
220,97,461,5,
221,92,-457,5,
222,401,-204,10,
223,160,49,0,
224,-104,-226,0,
225,-452,-439,4,
226,280,323,10,
227,-474,309,-6,
228,362,-427,2,
229,222,-481,4,
