1,0,0,-4,0,
2,220,-461,-2,
3,-62,-261,0,
4,298,356,7,
5,-214,-134,8,
6,113,-49,2,
7,-399,354,2,
8,-218,-357,-8,
9,422,38,-6,
10,-214,446,-9,
11,181,498,-4,
12,392,477,-8,
13,407,156,3,
14,-176,-42,-2,
15,-259,382,-4,
16,-221,226,3,
17,91,-53,-7,
18,88,341,-10,
19,-262,408,7,
20,118,112,4,
21,368,-43,-1,
22,379,34,-8,
23,388,-276,-6,
24,85,98,-10,
25,-388,-287,-5,
26,-433,79,-5,
27,-95,130,-10,
28,6,-220,0,
29,150,-111,0,
30,-323,-170,6,
31,-235,-168,-3,
32,-363,-385,3,
33,-397,429,9,
34,-95,153,-1,
35,357,-162,0,
36,273,99,-1,
37,-286,-402,0,
38,204,184,10,
39,443,-239,0,
40,-124,248,-3,
41,-495,372,3,
42,-347,174,-7,
43,5,320,3,
44,-313,-260,5,
45,438,305,0,
46,-164,-476,4,
47,-106,34,4,
48,75,-479,0,
49,462,484,-7,
50,-434,125,0,
51,331,70,-9,
52,-263,-332,-7,
53,137,-250,-7,
54,228,120,-2,
55,-176,201,-3,
56,275,423,-10,
57,-437,312,5,
58,-308,66,4,
59,248,-380,-1,
60,121,-449,4,
61,469,-165,-9,
62,78,25,2,
63,32,-453,-1,
64,-227,-41,0,
65,-365,31,7,
66,-64,82,-3,
67,-339,168,5,
68,143,315,-1,
69,28,477,1,
70,-405,324,8,
71,-255,269,-10,
72,-478,325,7,
73,-203,308,6,
74,-236,227,-7,
75,-437,141,-9,
76,-419,-452,6,
77,-171,248,9,
78,-316,-386,-2,
79,244,260,2,
80,-5,392,-2,
81,-366,-138,2,
82,152,73,6,
83,-29,-245,1,
84,475,-480,4,
85,323,322,9,
86,-47,411,-3,
87,-343,-251,3,
88,-24,412,-6,
89,220,-63,5,
90,-244,-111,-4,
91,341,-52,1,
92,-6,355,9,
93,342,256,6,
94,-332,-295,-10,
95,57,317,3,
96,428,-498,8,
97,52,-285,0,
98,-220,-416,3,
99,347,175,-5,
100,300,-485,3,
101,38,166,-1,
102,453,61,-2,
103,-139,376,3,
104,351,-413,2,
105,234,23,-8,
106,-242,-44,1,
107,-402,-31,9,
108,-358,276,-9,
109,-322,441,8,
110,-218,244,-5,
111,-377,117,-2,
112,113,-352,5,
113,24,-108,0,
114,196,-367,4,
115,-193,-434,-2,
116,380,-324,9,
117,-266,-472,4,
118,448,-446,4,
119,-337,-17,-3,
120,245,202,-2,
121,246,-43,-2,
122,360,92,-10,
123,-186,315,4,
124,155,295,-9,
125,-481,-434,0,
126,284,78,7,
127,95,389,-1,
128,-94,-291,1,
129,-2,177,7,
130,-22,-165,-7,
131,-474,-379,8,
132,-247,131,-4,
133,-254,-127,9,
134,-438,467,6,
135,-10,-342,-7,
136,-389,360,-1,
137,441,76,0,
138,427,-135,7,
139,398,194,8,
140,-410,-84,3,
141,161,493,-4,
142,397,-418,0,
143,480,-188,-9,
144,-145,479,-6,
145,199,459,-1,
146,204,-363,1,
147,144,-241,7,
148,-116,224,8,
149,27,304,3,
150,-309,-490,8,
151,3,-24,3,
152,-248,79,-6,
153,385,355,9,
154,255,-397,3,
155,453,-464,2,
156,283,-445,3,
157,138,-201,-8,
158,-384,-498,-9,
159,18,-373,-6,
160,-176,-267,-6,
161,466,33,3,
162,227,89,-1,
163,-306,-46,-2,
164,-411,-21,7,
165,-232,30,5,
166,395,228,1,
167,253,73,3,
168,-138,358,0,
169,120,411,-3,
170,411,307,-5,
171,-292,-406,1,
172,-6,-387,8,
173,-164,-373,0,
174,406,413,-2,
175,341,-135,6,
176,-436,-73,-6,
177,111,-163,-6,
178,-169,302,-5,
179,-97,438,-5,
180,-428,-364,4,
181,9,202,2,
182,41,-307,-6,
183,220,110,1,
184,19,181,8,
185,302,499,1,
186,-263,-265,5,
187,122,-422,7,
188,371,-296,10,
189,-50,-398,-8,
190,-497,-277,-9,
191,82,-185,4,
192,180,37,0,
193,62,212,5,
194,-160,-12,-8,
195,196,-300,-8,
196,352,188,3,
197,-434,-386,0,
198,-33,-350,8,
199,80,-265,-9,
200,-112,444,-5,
