1,0,0,0,4,
2,220,-461,7,
3,-62,-261,9,
4,298,356,-1,
5,-214,-134,9,
6,113,-49,0,
7,-399,354,4,
8,-218,-357,1,
9,422,38,-5,
10,-214,446,0,
11,181,498,-1,
12,392,477,2,
13,407,156,5,
14,-176,-42,-1,
15,-259,382,-6,
16,-221,226,-4,
17,91,-53,4,
18,88,341,-2,
19,-262,408,0,
20,118,112,0,
21,368,-43,-8,
22,379,34,-3,
23,388,-276,-2,
24,85,98,9,
25,-388,-287,6,
26,-433,79,-8,
27,-95,130,6,
28,6,-220,-3,
29,150,-111,-5,
30,-323,-170,0,
31,-235,-168,-7,
32,-363,-385,-4,
33,-397,429,-8,
34,-95,153,8,
35,357,-162,-1,
36,273,99,-1,
37,-286,-402,7,
38,204,184,4,
39,443,-239,8,
40,-124,248,0,
41,-495,372,5,
42,-347,174,-7,
43,5,320,1,
44,-313,-260,2,
45,438,305,-5,
46,-164,-476,3,
47,-106,34,-7,
48,75,-479,-3,
49,462,484,9,
50,-434,125,5,
51,331,70,8,
52,-263,-332,-1,
53,137,-250,1,
54,228,120,8,
55,-176,201,-1,
56,275,423,-1,
57,-437,312,-10,
58,-308,66,0,
59,248,-380,-1,
60,121,-449,-5,
61,469,-165,7,
62,78,25,4,
63,32,-453,-4,
64,-227,-41,-3,
65,-365,31,-3,
66,-64,82,7,
67,-339,168,6,
68,143,315,1,
69,28,477,1,
70,-405,324,5,
71,-255,269,0,
72,-478,325,-9,
73,-203,308,-4,
74,-236,227,-3,
75,-437,141,-6,
76,-419,-452,2,
77,-171,248,-1,
78,-316,-386,-4,
79,244,260,2,
80,-5,392,-9,
81,-366,-138,5,
82,152,73,-4,
83,-29,-245,8,
84,475,-480,1,
85,323,322,-7,
86,-47,411,4,
87,-343,-251,-8,
88,-24,412,8,
89,220,-63,1,
90,-244,-111,-8,
91,341,-52,-3,
92,-6,355,0,
93,342,256,-3,
94,-332,-295,-9,
95,57,317,8,
96,428,-498,4,
97,52,-285,-5,
98,-220,-416,9,
99,347,175,-4,
100,300,-485,-10,
